Datum,Waterstand,Temperatuur water,B2214004 Luchtdruk,Waterstand gecorrigeerd
2024-03-10 06:00:00,1283.88,10.45,995.2,1317
2024-03-10 05:00:00,1284.27,10.44,995.6,1317
2024-03-10 04:00:00,1284.5,10.41,996,1316.8
2024-03-10 03:00:00,1285,10.44,996.3,1317
2024-03-10 02:00:00,1285.31,10.43,996.8,1316.8
2024-03-10 01:00:00,1285.66,10.44,997,1317
2024-03-10 00:00:00,1285.94,10.43,997.4,1316.9
2024-03-09 23:00:00,1286.15,10.42,997.6,1316.9
2024-03-09 22:00:00,1286.54,10.46,997.7,1317.2
2024-03-09 21:00:00,1286.72,10.42,997.9,1317.1
2024-03-09 20:00:00,1287.1,10.48,997.8,1317.6
2024-03-09 19:00:00,1287.37,10.46,998.1,1317.6
2024-03-09 18:00:00,1287.63,10.48,997.8,1318.2
2024-03-09 17:00:00,1287.84,10.43,997.6,1318.6
2024-03-09 16:00:00,1288.45,10.48,997.9,1318.9
2024-03-09 15:00:00,1288.85,10.47,998.4,1318.8
2024-03-09 14:00:00,1289.29,10.45,999,1318.6
2024-03-09 13:00:00,1289.79,10.46,999.9,1318.2
2024-03-09 12:00:00,1290.06,10.43,1000.4,1318
2024-03-09 11:00:00,1290.47,10.44,1000.7,1318.1
2024-03-09 10:00:00,1290.74,10.41,1001.3,1317.8
2024-03-09 09:00:00,1291.06,10.42,1001.6,1317.8
2024-03-09 08:00:00,1291.33,10.42,1001.7,1318
2024-03-09 07:00:00,1291.69,10.41,1001.6,1318.4
2024-03-09 06:00:00,1292.15,10.43,1002,1318.5
2024-03-09 05:00:00,1292.55,10.43,1002.4,1318.5
2024-03-09 04:00:00,1293.01,10.43,1002.8,1318.6
2024-03-09 03:00:00,1293.52,10.43,1003.3,1318.6
2024-03-09 02:00:00,1293.98,10.44,1003.9,1318.4
2024-03-09 01:00:00,1294.39,10.44,1004.5,1318.2
2024-03-09 00:00:00,1294.92,10.45,1004.8,1318.5
2024-03-08 23:00:00,1295.31,10.45,1005.2,1318.5
2024-03-08 22:00:00,1295.77,10.45,1005.5,1318.6
2024-03-08 21:00:00,1296.2,10.46,1005.8,1318.8
2024-03-08 20:00:00,1296.66,10.45,1006.1,1318.9
2024-03-08 19:00:00,1297.13,10.46,1006.4,1319.1
2024-03-08 18:00:00,1297.55,10.45,1006.2,1319.7
2024-03-08 17:00:00,1298.15,10.48,1006.5,1320
2024-03-08 16:00:00,1298.71,10.47,1007,1320.1
2024-03-08 15:00:00,1299.41,10.46,1008,1319.8
2024-03-08 14:00:00,1300.09,10.47,1009,1319.5
2024-03-08 13:00:00,1300.59,10.47,1009.9,1319.1
2024-03-08 12:00:00,1301.14,10.45,1010.8,1318.7
2024-03-08 11:00:00,1301.73,10.47,1011.8,1318.3
2024-03-08 10:00:00,1302.19,10.44,1013,1317.5
2024-03-08 09:00:00,1302.66,10.45,1013.5,1317.5
2024-03-08 08:00:00,1303,10.43,1014,1317.3
2024-03-08 07:00:00,1303.46,10.45,1014.3,1317.5
2024-03-08 06:00:00,1303.81,10.42,1014.7,1317.4
2024-03-08 05:00:00,1304.27,10.43,1015.2,1317.4
2024-03-08 04:00:00,1304.73,10.43,1015.7,1317.4
2024-03-08 03:00:00,1305.23,10.45,1016.4,1317.2
2024-03-08 02:00:00,1305.64,10.45,1017.1,1316.9
2024-03-08 01:00:00,1306.02,10.44,1017.5,1316.8
2024-03-08 00:00:00,1306.38,10.44,1018,1316.7
2024-03-07 23:00:00,1306.74,10.46,1018.5,1316.6
2024-03-07 22:00:00,1307.07,10.45,1018.8,1316.6
2024-03-07 21:00:00,1307.4,10.46,1019.1,1316.6
2024-03-07 20:00:00,1307.69,10.46,1019.2,1316.8
2024-03-07 19:00:00,1308.01,10.44,1019.3,1317
2024-03-07 18:00:00,1308.34,10.42,1019.4,1317.3
2024-03-07 17:00:00,1308.76,10.46,1019.8,1317.3
2024-03-07 16:00:00,1309.18,10.48,1020.3,1317.2
2024-03-07 15:00:00,1309.53,10.47,1020.8,1317.1
2024-03-07 14:00:00,1309.91,10.47,1021.4,1316.8
2024-03-07 13:00:00,1310.27,10.48,1022.2,1316.4
2024-03-07 12:00:00,1310.4,10.43,1023,1315.7
2024-03-07 11:00:00,1310.63,10.44,1023.4,1315.5
2024-03-07 10:00:00,1310.79,10.46,1023.7,1315.4
2024-03-07 09:00:00,1310.85,10.44,1023.9,1315.2
2024-03-07 08:00:00,1310.95,10.45,1024,1315.2
2024-03-07 07:00:00,1311.11,10.46,1024.1,1315.3
2024-03-07 06:00:00,1311.19,10.43,1024.1,1315.4
2024-03-07 05:00:00,1311.34,10.45,1024.3,1315.3
2024-03-07 04:00:00,1311.54,10.46,1024.6,1315.2
2024-03-07 03:00:00,1311.64,10.45,1025,1314.9
2024-03-07 02:00:00,1311.72,10.45,1025.3,1314.7
2024-03-07 01:00:00,1311.71,10.45,1025.5,1314.5
2024-03-07 00:00:00,1311.65,10.44,1025.4,1314.5
2024-03-06 23:00:00,1311.57,10.45,1025.3,1314.5
2024-03-06 22:00:00,1311.53,10.46,1025.1,1314.7
2024-03-06 21:00:00,1311.33,10.45,1025,1314.6
2024-03-06 20:00:00,1311.19,10.46,1024.8,1314.7
2024-03-06 19:00:00,1311.01,10.47,1024.4,1314.9
2024-03-06 18:00:00,1310.78,10.47,1023.9,1315.2
2024-03-06 17:00:00,1310.59,10.47,1023.4,1315.5
2024-03-06 16:00:00,1310.47,10.48,1023.2,1315.6
2024-03-06 15:00:00,1310.28,10.47,1022.9,1315.7
2024-03-06 13:00:00,1310,10.48,1022.8,1315.5
2024-03-06 12:00:00,1309.66,10.45,1022.6,1315.4
2024-03-06 11:00:00,1309.31,10.46,1022.4,1315.2
2024-03-06 10:00:00,1308.86,10.43,1021.8,1315.4
2024-03-06 09:00:00,1308.5,10.42,1021.3,1315.5
2024-03-06 08:00:00,1308.2,10.44,1020.6,1315.9
2024-03-06 07:00:00,1307.9,10.45,1019.8,1316.4
2024-03-06 06:00:00,1307.67,10.47,1019.2,1316.8
2024-03-06 05:00:00,1307.49,10.44,1018.7,1317.1
2024-03-06 04:00:00,1307.34,10.44,1018.4,1317.3
2024-03-06 03:00:00,1307.22,10.46,1018.1,1317.5
2024-03-06 02:00:00,1307.09,10.47,1017.9,1317.5
2024-03-06 01:00:00,1306.92,10.45,1017.4,1317.9
2024-03-06 00:00:00,1306.87,10.46,1017.2,1318
2024-03-05 23:00:00,1306.78,10.47,1017,1318.1
2024-03-05 22:00:00,1306.59,10.45,1016.6,1318.3
2024-03-05 21:00:00,1306.5,10.45,1016.4,1318.5
2024-03-05 20:00:00,1306.37,10.46,1016.2,1318.5
2024-03-05 19:00:00,1306.21,10.45,1015.9,1318.7
2024-03-05 18:00:00,1306.08,10.46,1015.2,1319.2
2024-03-05 17:00:00,1306.01,10.47,1014.9,1319.5
2024-03-05 16:00:00,1305.96,10.46,1014.6,1319.7
2024-03-05 15:00:00,1305.9,10.47,1014.5,1319.8
2024-03-05 14:00:00,1305.83,10.45,1014.1,1320.1
2024-03-05 13:00:00,1305.85,10.46,1014.1,1320.1
2024-03-05 12:00:00,1305.84,10.45,1014,1320.2
2024-03-05 11:00:00,1305.71,10.45,1013.7,1320.4
2024-03-05 10:00:00,1305.61,10.46,1013.3,1320.7
2024-03-05 09:00:00,1305.5,10.45,1012.9,1321
2024-03-05 08:00:00,1305.46,10.44,1012.6,1321.3
2024-03-05 07:00:00,1305.43,10.45,1012.3,1321.5
2024-03-05 06:00:00,1305.42,10.45,1012.2,1321.6
2024-03-05 05:00:00,1305.41,10.46,1012,1321.8
2024-03-05 04:00:00,1305.48,10.44,1011.8,1322.1
2024-03-05 03:00:00,1305.59,10.46,1011.9,1322.1
2024-03-05 02:00:00,1305.67,10.43,1012.1,1322
2024-03-05 01:00:00,1305.82,10.47,1012.2,1322
2024-03-05 00:00:00,1305.86,10.46,1012.2,1322.1
2024-03-04 23:00:00,1305.93,10.46,1012,1322.4
2024-03-04 22:00:00,1305.97,10.45,1012.2,1322.2
2024-03-04 21:00:00,1305.96,10.45,1012.2,1322.2
2024-03-04 20:00:00,1306.02,10.46,1012.2,1322.2
2024-03-04 19:00:00,1306.02,10.46,1012.1,1322.3
2024-03-04 18:00:00,1306.07,10.48,1011.8,1322.7
2024-03-04 17:00:00,1306.04,10.46,1011.5,1323
2024-03-04 16:00:00,1306.13,10.48,1011.3,1323.3
2024-03-04 15:00:00,1306.21,10.48,1011.6,1323
2024-03-04 14:00:00,1306.21,10.48,1012.1,1322.5
2024-03-04 13:00:00,1306.17,10.47,1012.2,1322.4
2024-03-04 12:00:00,1306.09,10.48,1012.3,1322.2
2024-03-04 11:00:00,1305.89,10.47,1012.2,1322.1
2024-03-04 10:00:00,1305.65,10.45,1012.1,1322
2024-03-04 09:00:00,1305.36,10.46,1011.9,1321.9
2024-03-04 08:00:00,1305.06,10.45,1011.3,1322.2
2024-03-04 07:00:00,1304.81,10.46,1011,1322.2
2024-03-04 06:00:00,1304.49,10.45,1010.4,1322.5
2024-03-04 05:00:00,1304.15,10.44,1009.9,1322.7
2024-03-04 04:00:00,1303.89,10.46,1009.5,1322.8
2024-03-04 03:00:00,1303.52,10.45,1009,1323
2024-03-04 02:00:00,1303.24,10.47,1008.2,1323.5
2024-03-04 01:00:00,1302.97,10.46,1007.8,1323.6
2024-03-04 00:00:00,1302.68,10.45,1007.3,1323.8
2024-03-03 23:00:00,1302.35,10.46,1006.5,1324.3
2024-03-03 22:00:00,1302.06,10.45,1006.1,1324.4
2024-03-03 21:00:00,1301.71,10.45,1005.7,1324.5
2024-03-03 20:00:00,1301.33,10.46,1004.8,1325
2024-03-03 19:00:00,1300.99,10.48,1004,1325.5
2024-03-03 18:00:00,1300.59,10.48,1002.5,1326.6
2024-03-03 17:00:00,1300.41,10.48,1001.7,1327.2
2024-03-03 16:00:00,1300.36,10.51,1001.2,1327.7
2024-03-03 15:00:00,1300.2,10.48,1000.6,1328.1
2024-03-03 14:00:00,1300.2,10.49,1000.4,1328.3
2024-03-03 13:00:00,1300.23,10.49,1000.4,1328.4
2024-03-03 12:00:00,1300.18,10.48,1000.6,1328.1
2024-03-03 11:00:00,1300.1,10.48,1000.5,1328.1
2024-03-03 10:00:00,1299.96,10.45,1000.3,1328.2
2024-03-03 09:00:00,1299.92,10.46,1000.3,1328.2
2024-03-03 08:00:00,1299.75,10.46,999.7,1328.6
2024-03-03 07:00:00,1299.61,10.46,999.1,1329.1
2024-03-03 06:00:00,1299.53,10.45,998.5,1329.6
2024-03-03 05:00:00,1299.59,10.45,998,1330.2
2024-03-03 04:00:00,1299.74,10.47,998.1,1330.2
2024-03-03 03:00:00,1299.81,10.46,997.9,1330.5
2024-03-03 02:00:00,1299.95,10.46,998.1,1330.4
2024-03-03 01:00:00,1300.11,10.47,998,1330.7
2024-03-03 00:00:00,1300.3,10.47,997.8,1331.1
2024-03-02 23:00:00,1300.48,10.47,998.1,1331
2024-03-02 22:00:00,1300.67,10.49,997.9,1331.4
2024-03-02 21:00:00,1300.71,10.46,997.9,1331.4
2024-03-02 20:00:00,1300.97,10.49,998.1,1331.5
2024-03-02 19:00:00,1301.14,10.49,998.3,1331.4
2024-03-02 18:00:00,1301.27,10.48,997.7,1332.2
2024-03-02 17:00:00,1301.56,10.49,997.7,1332.5
2024-03-02 16:00:00,1301.83,10.49,998.2,1332.2
2024-03-02 15:00:00,1302.07,10.46,998.6,1332.1
2024-03-02 14:00:00,1302.4,10.5,999,1332
2024-03-02 13:00:00,1302.68,10.49,999.8,1331.5
2024-03-02 12:00:00,1302.72,10.47,1000.3,1331
2024-03-02 11:00:00,1302.84,10.5,1000.7,1330.7
2024-03-02 10:00:00,1302.74,10.47,1000.6,1330.7
2024-03-02 09:00:00,1302.71,10.47,1000.5,1330.8
2024-03-02 08:00:00,1302.66,10.47,1000.2,1331.1
2024-03-02 07:00:00,1302.64,10.47,999.8,1331.4
2024-03-02 06:00:00,1302.64,10.47,999.6,1331.6
2024-03-02 05:00:00,1302.66,10.47,999.2,1332.1
2024-03-02 04:00:00,1302.69,10.47,998.9,1332.4
2024-03-02 03:00:00,1302.8,10.47,999.1,1332.3
2024-03-02 02:00:00,1302.85,10.48,998.7,1332.8
2024-03-02 01:00:00,1302.92,10.47,998.8,1332.7
2024-03-02 00:00:00,1303.03,10.51,997.2,1334.5
2024-03-01 23:00:00,1303.32,10.46,997.5,1334.5
2024-03-01 22:00:00,1303.71,10.48,998.1,1334.3
2024-03-01 21:00:00,1304.1,10.47,998.9,1333.8
2024-03-01 20:00:00,1304.47,10.48,999.6,1333.5
2024-03-01 19:00:00,1304.69,10.47,1000,1333.3
2024-03-01 18:00:00,1304.89,10.48,999.7,1333.8
2024-03-01 17:00:00,1305.14,10.47,999.8,1334
2024-03-01 16:00:00,1305.41,10.5,1000.1,1334
2024-03-01 15:00:00,1305.7,10.48,1000,1334.4
2024-03-01 14:00:00,1306.1,10.51,1000.4,1334.4
2024-03-01 13:00:00,1306.4,10.48,1000.2,1334.9
2024-03-01 12:00:00,1306.86,10.48,1001.8,1333.7
2024-03-01 11:00:00,1307.17,10.47,1002.8,1333
2024-03-01 10:00:00,1307.22,10.47,1003,1332.8
2024-03-01 09:00:00,1307.28,10.47,1003.3,1332.6
2024-03-01 08:00:00,1307.28,10.47,1003.4,1332.5
2024-03-01 07:00:00,1307.13,10.48,1002.8,1333
2024-03-01 06:00:00,1307.08,10.49,1002.4,1333.3
2024-03-01 05:00:00,1306.98,10.47,1001.8,1333.8
2024-03-01 04:00:00,1306.99,10.48,1000.8,1334.9
2024-03-01 03:00:00,1307.29,10.48,1000.3,1335.7
2024-03-01 02:00:00,1307.77,10.51,1000.9,1335.5
2024-03-01 01:00:00,1308.09,10.47,1001.3,1335.5
2024-03-01 00:00:00,1308.53,10.48,1001.9,1335.3
2024-02-29 23:00:00,1308.97,10.48,1002.4,1335.2
2024-02-29 22:00:00,1309.42,10.47,1003.1,1335
2024-02-29 21:00:00,1309.79,10.47,1003.8,1334.7
2024-02-29 20:00:00,1310.23,10.48,1004.2,1334.7
2024-02-29 19:00:00,1310.75,10.48,1004.7,1334.7
2024-02-29 18:00:00,1311.19,10.46,1005,1334.9
2024-02-29 17:00:00,1311.73,10.48,1005.6,1334.8
2024-02-29 16:00:00,1312.36,10.51,1006.2,1334.8
2024-02-29 15:00:00,1312.94,10.47,1007.1,1334.5
2024-02-29 14:00:00,1313.54,10.48,1008.1,1334.1
2024-02-29 13:00:00,1314.07,10.51,1009,1333.7
2024-02-29 12:00:00,1314.57,10.5,1009.7,1333.5
2024-02-29 11:00:00,1314.97,10.49,1010.1,1333.5
2024-02-29 10:00:00,1315.46,10.51,1010.6,1333.5
2024-02-29 09:00:00,1315.88,10.5,1011,1333.5
2024-02-29 08:00:00,1316.33,10.5,1011.3,1333.7
2024-02-29 07:00:00,1316.71,10.48,1011.7,1333.7
2024-02-29 06:00:00,1317.27,10.49,1012.2,1333.7
2024-02-29 05:00:00,1317.78,10.5,1012.7,1333.7
2024-02-29 04:00:00,1318.33,10.5,1013.4,1333.6
2024-02-29 03:00:00,1318.93,10.5,1014.3,1333.3
2024-02-29 02:00:00,1319.45,10.52,1015.1,1333
2024-02-29 01:00:00,1319.84,10.51,1015.9,1332.6
2024-02-29 00:00:00,1320.31,10.5,1016.5,1332.4
2024-02-28 23:00:00,1320.77,10.52,1017.3,1332.1
2024-02-28 22:00:00,1321.13,10.52,1017.7,1332
2024-02-28 21:00:00,1321.47,10.53,1018.5,1331.6
2024-02-28 20:00:00,1321.77,10.54,1018.9,1331.5
2024-02-28 19:00:00,1321.91,10.53,1019.2,1331.3
2024-02-28 18:00:00,1322.18,10.54,1019.4,1331.4
2024-02-28 17:00:00,1322.38,10.53,1019.8,1331.2
2024-02-28 16:00:00,1322.58,10.53,1020.3,1330.9
2024-02-28 15:00:00,1322.77,10.53,1020.8,1330.6
2024-02-28 14:00:00,1322.9,10.53,1021.3,1330.2
2024-02-28 13:00:00,1322.96,10.54,1021.5,1330
2024-02-28 12:00:00,1322.89,10.51,1021.8,1329.7
2024-02-28 11:00:00,1322.83,10.5,1022,1329.4
2024-02-28 10:00:00,1322.73,10.51,1022.2,1329.1
2024-02-28 09:00:00,1322.47,10.49,1021.7,1329.3
2024-02-28 08:00:00,1322.23,10.49,1021.1,1329.7
2024-02-28 07:00:00,1322.11,10.5,1020.6,1330.1
2024-02-28 06:00:00,1322,10.5,1020.4,1330.2
2024-02-28 05:00:00,1321.9,10.49,1020.1,1330.4
2024-02-28 04:00:00,1321.89,10.5,1020.2,1330.3
2024-02-28 03:00:00,1321.86,10.51,1020.2,1330.2
2024-02-28 02:00:00,1321.8,10.52,1020.2,1330.2
2024-02-28 01:00:00,1321.78,10.53,1020.4,1330
2024-02-28 00:00:00,1321.69,10.52,1020.3,1330
2024-02-27 23:00:00,1321.56,10.52,1020.3,1329.8
2024-02-27 22:00:00,1321.34,10.5,1019.9,1330
2024-02-27 21:00:00,1321.16,10.51,1019.7,1330
2024-02-27 20:00:00,1320.94,10.5,1019.3,1330.2
2024-02-27 19:00:00,1320.81,10.54,1018.8,1330.6
2024-02-27 18:00:00,1320.61,10.53,1018.5,1330.7
2024-02-27 17:00:00,1320.46,10.55,1018.1,1331
2024-02-27 16:00:00,1320.35,10.54,1018.1,1330.8
2024-02-27 15:00:00,1320.31,10.53,1018.1,1330.8
2024-02-27 14:00:00,1320.4,10.53,1018.2,1330.8
2024-02-27 13:00:00,1320.36,10.55,1018.6,1330.3
2024-02-27 12:00:00,1320.13,10.55,1019.2,1329.5
2024-02-27 11:00:00,1319.72,10.51,1019,1329.3
2024-02-27 10:00:00,1319.43,10.53,1019.1,1328.9
2024-02-27 09:00:00,1318.9,10.49,1018.5,1329
2024-02-27 08:00:00,1318.54,10.52,1018,1329.1
2024-02-27 07:00:00,1318.11,10.52,1017.6,1329.1
2024-02-27 06:00:00,1317.67,10.54,1017.1,1329.1
2024-02-27 05:00:00,1317.26,10.57,1016.5,1329.3
2024-02-27 04:00:00,1316.74,10.51,1016.3,1329
2024-02-27 03:00:00,1316.24,10.52,1015.9,1328.9
2024-02-27 02:00:00,1315.69,10.51,1015.5,1328.7
2024-02-27 01:00:00,1315.15,10.53,1015.3,1328.4
2024-02-27 00:00:00,1314.43,10.51,1014.8,1328.2
2024-02-26 23:00:00,1313.68,10.52,1014.6,1327.6
2024-02-26 22:00:00,1312.71,10.5,1013.5,1327.7
2024-02-26 21:00:00,1311.54,10.51,1012.6,1327.5
2024-02-26 20:00:00,1310.44,10.53,1011.7,1327.3
2024-02-26 19:00:00,1309.13,10.51,1010.3,1327.4
2024-02-26 18:00:00,1307.7,10.52,1009,1327.2
2024-02-26 17:00:00,1306.41,10.5,1008,1326.9
2024-02-26 16:00:00,1305.01,10.5,1007.2,1326.3
2024-02-26 15:00:00,1303.68,10.51,1006.4,1325.8
2024-02-26 14:00:00,1302.64,10.54,1005.4,1325.7
2024-02-26 13:00:00,1301.67,10.51,1004.3,1325.9
2024-02-26 12:00:00,1300.87,10.52,1004,1325.4
2024-02-26 11:00:00,1300.15,10.53,1003,1325.6
2024-02-26 10:00:00,1299.54,10.5,1002.1,1325.9
2024-02-26 09:00:00,1299.04,10.52,1001.3,1326.2
2024-02-26 08:00:00,1298.63,10.51,1000.4,1326.7
2024-02-26 07:00:00,1298.31,10.51,999.7,1327.1
2024-02-26 06:00:00,1298.13,10.5,999.2,1327.5
2024-02-26 05:00:00,1298.02,10.51,998.8,1327.8
2024-02-26 04:00:00,1298.03,10.54,998.6,1328
2024-02-26 03:00:00,1297.98,10.51,998.3,1328.2
2024-02-26 02:00:00,1298.04,10.53,998,1328.6
2024-02-26 01:00:00,1298.14,10.52,998.1,1328.6
2024-02-26 00:00:00,1298.25,10.52,997.9,1328.9
2024-02-25 23:00:00,1298.44,10.53,997.9,1329.1
2024-02-25 22:00:00,1298.66,10.53,998.3,1328.9
2024-02-25 21:00:00,1298.83,10.54,998.6,1328.8
2024-02-25 20:00:00,1298.99,10.55,998.7,1328.8
2024-02-25 19:00:00,1299.1,10.54,999.2,1328.4
2024-02-25 18:00:00,1299.12,10.55,999,1328.7
2024-02-25 17:00:00,1299.18,10.54,998.9,1328.8
2024-02-25 16:00:00,1299.38,10.56,999.3,1328.6
2024-02-25 15:00:00,1299.46,10.55,999.6,1328.4
2024-02-25 14:00:00,1299.55,10.54,1000.1,1328
2024-02-25 13:00:00,1299.59,10.54,1000.6,1327.5
2024-02-25 12:00:00,1299.53,10.53,1000.9,1327.1
2024-02-25 11:00:00,1299.45,10.54,1000.9,1327.1
2024-02-25 10:00:00,1299.34,10.53,1001,1326.9
2024-02-25 09:00:00,1299.12,10.51,1000.7,1326.9
2024-02-25 08:00:00,1299.03,10.53,1000.5,1327
2024-02-25 07:00:00,1298.89,10.53,1000,1327.4
2024-02-25 06:00:00,1298.8,10.51,999.7,1327.6
2024-02-25 05:00:00,1298.81,10.53,999.5,1327.8
2024-02-25 04:00:00,1298.87,10.53,999.6,1327.8
2024-02-25 03:00:00,1298.92,10.54,999.7,1327.8
2024-02-25 02:00:00,1298.97,10.52,999.9,1327.6
2024-02-25 01:00:00,1298.99,10.52,999.7,1327.8
2024-02-25 00:00:00,1299.1,10.52,999.7,1327.9
2024-02-24 23:00:00,1299.22,10.53,1000.4,1327.3
2024-02-24 22:00:00,1299.2,10.52,1000.6,1327.1
2024-02-24 21:00:00,1299.16,10.52,1000.7,1327
2024-02-24 20:00:00,1299.08,10.54,1000.8,1326.8
2024-02-24 19:00:00,1298.9,10.53,1000.8,1326.6
2024-02-24 18:00:00,1298.7,10.54,1000.5,1326.7
2024-02-24 17:00:00,1298.43,10.54,1000.3,1326.6
2024-02-24 16:00:00,1298.14,10.54,1000.1,1326.5
2024-02-24 15:00:00,1297.79,10.55,999.7,1326.6
2024-02-24 14:00:00,1297.52,10.55,999.3,1326.7
2024-02-24 13:00:00,1297.22,10.55,999.1,1326.6
2024-02-24 12:00:00,1296.83,10.55,998.7,1326.6
2024-02-24 11:00:00,1296.35,10.54,998.1,1326.8
2024-02-24 10:00:00,1295.92,10.54,997.5,1326.9
2024-02-24 09:00:00,1295.46,10.52,996.8,1327.2
2024-02-24 08:00:00,1295.07,10.54,995.9,1327.7
2024-02-24 07:00:00,1294.73,10.51,995.3,1328
2024-02-24 06:00:00,1294.48,10.54,994.9,1328.1
2024-02-24 05:00:00,1294.23,10.53,994.3,1328.5
2024-02-24 04:00:00,1294.09,10.52,994.2,1328.4
2024-02-24 03:00:00,1293.89,10.52,994,1328.4
2024-02-24 02:00:00,1293.71,10.53,993.8,1328.5
2024-02-24 01:00:00,1293.61,10.53,993.9,1328.3
2024-02-24 00:00:00,1293.46,10.55,993.5,1328.5
2024-02-23 23:00:00,1293.3,10.55,993.4,1328.4
2024-02-23 22:00:00,1293.13,10.54,993.4,1328.3
2024-02-23 21:00:00,1292.84,10.54,992.6,1328.8
2024-02-23 20:00:00,1292.75,10.55,992.3,1329
2024-02-23 19:00:00,1292.68,10.56,992.4,1328.8
2024-02-23 18:00:00,1292.48,10.56,991.8,1329.2
2024-02-23 17:00:00,1292.44,10.56,991.4,1329.6
2024-02-23 16:00:00,1292.44,10.57,991.3,1329.7
2024-02-23 15:00:00,1292.36,10.56,991,1329.9
2024-02-23 14:00:00,1292.32,10.56,991,1329.9
2024-02-23 13:00:00,1292.1,10.55,990.6,1330.1
2024-02-23 12:00:00,1292,10.56,990.3,1330.3
2024-02-23 11:00:00,1291.79,10.54,989.9,1330.5
2024-02-23 10:00:00,1291.74,10.55,989.4,1330.9
2024-02-23 09:00:00,1291.68,10.56,989.4,1330.9
2024-02-23 08:00:00,1291.64,10.57,989.7,1330.5
2024-02-23 07:00:00,1291.47,10.54,989.8,1330.2
2024-02-23 06:00:00,1291.28,10.55,990,1329.9
2024-02-23 05:00:00,1290.86,10.52,989.7,1329.7
2024-02-23 04:00:00,1290.52,10.54,989.6,1329.5
2024-02-23 03:00:00,1289.92,10.55,989.2,1329.3
2024-02-23 02:00:00,1289.32,10.55,989,1328.9
2024-02-23 01:00:00,1288.66,10.56,988.2,1329
2024-02-23 00:00:00,1287.76,10.54,986.9,1329.4
2024-02-22 23:00:00,1286.84,10.55,985.2,1330.2
2024-02-22 22:00:00,1286.31,10.56,981.9,1333
2024-02-22 21:00:00,1286.08,10.57,980.6,1334.1
2024-02-22 20:00:00,1285.87,10.55,978,1336.6
2024-02-22 19:00:00,1286.37,10.57,976.8,1338.3
2024-02-22 18:00:00,1287.16,10.57,975.7,1340.2
2024-02-22 17:00:00,1288.66,10.58,977.1,1340.3
2024-02-22 16:00:00,1290.16,10.57,978.8,1340.1
2024-02-22 15:00:00,1291.61,10.59,980.9,1339.5
2024-02-22 14:00:00,1293.11,10.58,983.1,1338.8
2024-02-22 13:00:00,1294.51,10.56,985.5,1337.7
2024-02-22 12:00:00,1295.71,10.56,988.1,1336.3
2024-02-22 11:00:00,1296.76,10.59,989.5,1335.9
2024-02-22 10:00:00,1297.68,10.58,991.1,1335.3
2024-02-22 09:00:00,1298.47,10.58,992.7,1334.4
2024-02-22 08:00:00,1299.19,10.58,993.8,1334
2024-02-22 07:00:00,1299.79,10.58,994.9,1333.5
2024-02-22 06:00:00,1300.26,10.57,995.7,1333.2
2024-02-22 05:00:00,1300.79,10.58,996.4,1333
2024-02-22 04:00:00,1301.25,10.57,997.1,1332.8
2024-02-22 03:00:00,1301.7,10.58,997.8,1332.5
2024-02-22 02:00:00,1302.22,10.58,998.3,1332.5
2024-02-22 01:00:00,1302.74,10.57,999.1,1332.3
2024-02-22 00:00:00,1303.29,10.58,999.4,1332.5
2024-02-21 23:00:00,1303.99,10.58,1000.1,1332.5
2024-02-21 22:00:00,1304.72,10.57,1000.7,1332.6
2024-02-21 21:00:00,1305.56,10.57,1001.6,1332.6
2024-02-21 20:00:00,1306.5,10.56,1002.6,1332.5
2024-02-21 19:00:00,1307.48,10.56,1003.8,1332.3
2024-02-21 18:00:00,1308.51,10.57,1004.9,1332.2
2024-02-21 17:00:00,1309.55,10.57,1006.1,1332.1
2024-02-21 16:00:00,1310.82,10.58,1007.6,1331.8
2024-02-21 15:00:00,1311.97,10.57,1009.6,1331
2024-02-21 14:00:00,1313,10.58,1011,1330.6
2024-02-21 13:00:00,1313.99,10.58,1012.6,1330
2024-02-21 12:00:00,1314.79,10.57,1014.3,1329
2024-02-21 11:00:00,1315.65,10.58,1015.4,1328.8
2024-02-21 10:00:00,1316.26,10.6,1016.6,1328.2
2024-02-21 09:00:00,1316.91,10.58,1017.7,1327.7
2024-02-21 08:00:00,1317.44,10.58,1018.4,1327.6
2024-02-21 07:00:00,1317.97,10.58,1018.8,1327.7
2024-02-21 06:00:00,1318.49,10.58,1019.5,1327.5
2024-02-21 05:00:00,1318.93,10.59,1019.9,1327.6
2024-02-21 04:00:00,1319.37,10.56,1020.6,1327.3
2024-02-21 03:00:00,1319.85,10.57,1021.3,1327.1
2024-02-21 02:00:00,1320.32,10.57,1021.8,1327
2024-02-21 01:00:00,1320.77,10.56,1022.5,1326.8
2024-02-21 00:00:00,1321.2,10.57,1023.3,1326.4
2024-02-20 23:00:00,1321.63,10.6,1024,1326.1
2024-02-20 22:00:00,1321.71,10.56,1024.1,1326.1
2024-02-20 21:00:00,1322.15,10.59,1024.4,1326.3
2024-02-20 20:00:00,1322.27,10.56,1024.6,1326.2
2024-02-20 19:00:00,1322.56,10.57,1024.7,1326.4
2024-02-20 18:00:00,1322.93,10.58,1025.1,1326.3
2024-02-20 17:00:00,1323.15,10.55,1025.1,1326.6
2024-02-20 16:00:00,1323.41,10.56,1025.5,1326.4
